MTask_002_ASMPOutput File
Time 	Trial 	TargetName 	TargetNumber	HeadX 	HeadZ 	HeadAngle	LFootX 	LFootZ 	LFootAngle 	RFootX 	RFootZ 	RFootAngle	IsPredictedLocation
12862.04	0	None	None	-2.122673	-1.156668	72.52814	-1.983791	-0.6916553	321.9891	-1.871113	-0.2706478	282.0113	0
12966.4	0	None	None	-2.122648	-1.156615	72.53967	-1.973022	-0.6879742	326.8254	-1.871189	-0.2705505	282.0278	0
13076.85	0	None	None	-2.122733	-1.156585	72.54182	-1.982513	-0.6927301	320.5309	-1.8711	-0.2707384	281.9458	0
13177.72	0	None	None	-2.122691	-1.156574	72.54224	-1.970141	-0.6872128	333.661	-1.871181	-0.2706211	282.0126	0
13277.98	0	None	None	-2.122643	-1.156533	72.53728	-1.979327	-0.6913002	323.2136	-1.871157	-0.2706087	281.9981	0
13379.97	0	None	None	-2.1227	-1.156461	72.55549	-1.973449	-0.6872094	336.0532	-1.871145	-0.2706034	282.0372	0
13480.73	0	None	None	-2.122634	-1.156429	72.54176	-1.978937	-0.6908892	324.7255	-1.871161	-0.2705504	281.9662	0
13591.14	0	None	None	-2.122624	-1.156418	72.55154	-1.979676	-0.6889335	330.4956	-1.871125	-0.2705164	282.0772	0
13691.47	0	None	None	-2.122604	-1.156466	72.54098	-1.979421	-0.6907238	326.2621	-1.871191	-0.2705586	282.0013	0
13792.32	0	None	None	-2.122603	-1.156399	72.54059	-1.978946	-0.6907061	328.2101	-1.871202	-0.2705529	282.0312	0
13902.09	0	None	None	-2.122649	-1.156335	72.54736	-1.979133	-0.6916976	327.6266	-1.871165	-0.2705982	282.0114	0
14025.19	0	None	None	-2.122598	-1.156386	72.54324	-1.979411	-0.6918358	328.6259	-1.871107	-0.270654	281.9799	0
14129.34	0	None	None	-2.122691	-1.156332	72.54736	-1.979564	-0.6918718	328.6142	-1.871087	-0.2705457	281.9739	0
14230.01	0	None	None	-2.122606	-1.156395	72.53887	-1.97996	-0.692264	328.566	-1.871189	-0.2707064	281.9816	0
14340.71	0	None	None	-2.122638	-1.156294	72.54966	-1.98148	-0.6933354	328.547	-1.871135	-0.2706001	281.9885	0
14440.99	0	None	None	-2.122664	-1.156307	72.53945	-1.981704	-0.6932936	328.5342	-1.871116	-0.2706568	281.9638	0
14541.9	0	None	None	-2.122692	-1.15626	72.55907	-1.982038	-0.6935763	328.5199	-1.87123	-0.2705855	281.9888	0
14645.56	0	None	None	-2.122672	-1.156295	72.55638	-1.982767	-0.6942099	328.5132	-1.871061	-0.270787	281.9914	0
14756.64	0	None	None	-2.122598	-1.156201	72.5584	-1.983407	-0.6945248	328.5142	-1.871076	-0.2707481	281.9779	0
14869.24	0	None	None	-2.122596	-1.156169	72.55419	-1.98279	-0.6939857	328.5233	-1.871215	-0.2706187	281.9375	0
14975.48	0	None	None	-2.122641	-1.156169	72.56466	-1.982318	-0.6937902	328.526	-1.871217	-0.2707212	281.9556	0
15076.09	0	None	None	-2.122585	-1.156213	72.55605	-1.981896	-0.6937386	328.5255	-1.871177	-0.2707803	281.9329	0
15182.74	0	None	None	-2.12262	-1.156166	72.55467	-1.982501	-0.6938666	328.5235	-1.871132	-0.27086	281.9506	0
15285.21	0	None	None	-2.122581	-1.156138	72.54584	-1.981919	-0.6936549	328.5238	-1.871218	-0.2707425	281.9616	0
15395.93	0	None	None	-2.122598	-1.156193	72.55358	-1.982328	-0.6937522	328.5253	-1.871076	-0.2706339	281.9618	0
15496.49	0	None	None	-2.122592	-1.15612	72.55125	-1.982419	-0.6937068	328.5076	-1.871157	-0.2707479	281.9541	0
15603.69	0	None	None	-2.122491	-1.156074	72.55586	-1.982141	-0.6936321	328.5142	-1.871241	-0.2706077	281.9331	0
15705.68	0	None	None	-2.122595	-1.15613	72.56814	-1.983658	-0.6947105	328.4949	-1.871227	-0.2708166	281.9309	0
15807.51	0	None	None	-2.122534	-1.156095	72.56491	-1.982913	-0.6939479	328.527	-1.871165	-0.2706944	281.9271	0
15907.66	0	None	None	-2.122541	-1.156037	72.56609	-1.982682	-0.6940213	328.5283	-1.871141	-0.2708088	281.9388	0
16007.75	0	None	None	-2.122624	-1.156079	72.56104	-1.984477	-0.6949985	328.5244	-1.871247	-0.2706236	281.9252	0
16107.87	0	None	None	-2.122557	-1.156079	72.561	-1.984514	-0.695273	328.5264	-1.8712	-0.2708296	281.9302	0
16208.24	0	None	None	-2.122664	-1.156027	72.56974	-1.983634	-0.6945794	328.5164	-1.871144	-0.2706304	281.9349	0
16309.22	0	None	None	-2.122589	-1.156028	72.57038	-1.983314	-0.6944994	328.5251	-1.871231	-0.2707347	281.9354	0
16419.13	0	None	None	-2.122607	-1.155979	72.57377	-1.983677	-0.6945422	328.5116	-1.871296	-0.270581	281.9316	0
16530.53	0	None	None	-2.122597	-1.155925	72.57282	-1.982451	-0.6938223	328.5006	-1.871178	-0.2707742	281.9152	0
16633.14	0	None	None	-2.12259	-1.155912	72.57723	-1.982408	-0.6938055	328.5228	-1.871144	-0.2707055	281.9392	0
16734.29	0	None	None	-2.12264	-1.155975	72.56993	-1.980942	-0.6929907	328.5062	-1.871252	-0.2707949	281.9488	0
16841.48	0	None	None	-2.122548	-1.155936	72.57014	-1.981977	-0.6937398	328.4982	-1.871233	-0.2704527	281.9344	0
16945.32	0	None	None	-2.122638	-1.155951	72.5732	-1.98038	-0.6925305	328.5056	-1.871233	-0.2707797	281.9196	0
17052.82	0	None	None	-2.122551	-1.155998	72.5681	-1.978688	-0.6915234	328.4973	-1.871168	-0.2708046	281.9236	0
17159.78	0	None	None	-2.122558	-1.155972	72.57573	-1.978747	-0.6915506	328.5085	-1.871128	-0.2709328	281.915	0
